imgPath,maskPath
../../data/PALM-Training400/P0178.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0178.bmp
../../data/PALM-Training400/P0190.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0190.bmp
../../data/PALM-Training400/P0009.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0009.bmp
../../data/PALM-Training400/N0060.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0060.bmp
../../data/PALM-Training400/P0017.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0017.bmp
../../data/PALM-Training400/N0150.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0150.bmp
../../data/PALM-Training400/N0001.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0001.bmp
../../data/PALM-Training400/N0051.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0051.bmp
../../data/PALM-Training400/N0117.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0117.bmp
../../data/PALM-Training400/H0015.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/H0015.bmp
../../data/PALM-Training400/P0194.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0194.bmp
../../data/PALM-Training400/N0137.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0137.bmp
../../data/PALM-Training400/P0173.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0173.bmp
../../data/PALM-Training400/P0191.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0191.bmp
../../data/PALM-Training400/N0157.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0157.bmp
../../data/PALM-Training400/N0143.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0143.bmp
../../data/PALM-Training400/N0094.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0094.bmp
../../data/PALM-Training400/P0103.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0103.bmp
../../data/PALM-Training400/N0045.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0045.bmp
../../data/PALM-Training400/N0099.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0099.bmp
../../data/PALM-Training400/P0196.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0196.bmp
../../data/PALM-Training400/N0095.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0095.bmp
../../data/PALM-Training400/P0074.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0074.bmp
../../data/PALM-Training400/P0054.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0054.bmp
../../data/PALM-Training400/N0002.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0002.bmp
../../data/PALM-Training400/N0130.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0130.bmp
../../data/PALM-Training400/N0009.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0009.bmp
../../data/PALM-Training400/N0086.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0086.bmp
../../data/PALM-Training400/P0170.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0170.bmp
../../data/PALM-Training400/P0086.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0086.bmp
../../data/PALM-Training400/P0133.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0133.bmp
../../data/PALM-Training400/N0122.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0122.bmp
../../data/PALM-Training400/N0140.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0140.bmp
../../data/PALM-Training400/P0049.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0049.bmp
../../data/PALM-Training400/P0209.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0209.bmp
../../data/PALM-Training400/P0063.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0063.bmp
../../data/PALM-Training400/P0080.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0080.bmp
../../data/PALM-Training400/P0167.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0167.bmp
../../data/PALM-Training400/P0172.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0172.bmp
../../data/PALM-Training400/P0016.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0016.bmp
../../data/PALM-Training400/N0004.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0004.bmp
../../data/PALM-Training400/P0122.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0122.bmp
../../data/PALM-Training400/N0064.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0064.bmp
../../data/PALM-Training400/P0106.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0106.bmp
../../data/PALM-Training400/N0003.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0003.bmp
../../data/PALM-Training400/P0134.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0134.bmp
../../data/PALM-Training400/N0089.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0089.bmp
../../data/PALM-Training400/P0115.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0115.bmp
../../data/PALM-Training400/N0103.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0103.bmp
../../data/PALM-Training400/N0016.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0016.bmp
../../data/PALM-Training400/N0021.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0021.bmp
../../data/PALM-Training400/N0138.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0138.bmp
../../data/PALM-Training400/P0001.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0001.bmp
../../data/PALM-Training400/P0197.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0197.bmp
../../data/PALM-Training400/P0126.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0126.bmp
../../data/PALM-Training400/N0153.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0153.bmp
../../data/PALM-Training400/P0127.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0127.bmp
../../data/PALM-Training400/N0044.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0044.bmp
../../data/PALM-Training400/N0096.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0096.bmp
../../data/PALM-Training400/P0198.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0198.bmp
../../data/PALM-Training400/H0014.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/H0014.bmp
../../data/PALM-Training400/P0195.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0195.bmp
../../data/PALM-Training400/P0065.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0065.bmp
../../data/PALM-Training400/H0020.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/H0020.bmp
../../data/PALM-Training400/P0021.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0021.bmp
../../data/PALM-Training400/N0088.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0088.bmp
../../data/PALM-Training400/N0066.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0066.bmp
../../data/PALM-Training400/N0161.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0161.bmp
../../data/PALM-Training400/P0027.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0027.bmp
../../data/PALM-Training400/P0062.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0062.bmp
../../data/PALM-Training400/P0006.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0006.bmp
../../data/PALM-Training400/P0168.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0168.bmp
../../data/PALM-Training400/P0018.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0018.bmp
../../data/PALM-Training400/N0077.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0077.bmp
../../data/PALM-Training400/N0054.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0054.bmp
../../data/PALM-Training400/P0064.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0064.bmp
../../data/PALM-Training400/N0081.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0081.bmp
../../data/PALM-Training400/N0128.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0128.bmp
../../data/PALM-Training400/P0171.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0171.bmp
../../data/PALM-Training400/N0082.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0082.bmp
../../data/PALM-Training400/P0019.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0019.bmp
../../data/PALM-Training400/N0053.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0053.bmp
../../data/PALM-Training400/N0008.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0008.bmp
../../data/PALM-Training400/N0022.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0022.bmp
../../data/PALM-Training400/N0129.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0129.bmp
../../data/PALM-Training400/N0107.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0107.bmp
../../data/PALM-Training400/N0052.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0052.bmp
../../data/PALM-Training400/P0007.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0007.bmp
../../data/PALM-Training400/P0129.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0129.bmp
../../data/PALM-Training400/N0152.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0152.bmp
../../data/PALM-Training400/N0110.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0110.bmp
../../data/PALM-Training400/N0131.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0131.bmp
../../data/PALM-Training400/P0100.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0100.bmp
../../data/PALM-Training400/N0071.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0071.bmp
../../data/PALM-Training400/P0154.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0154.bmp
../../data/PALM-Training400/N0160.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0160.bmp
../../data/PALM-Training400/P0155.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0155.bmp
../../data/PALM-Training400/P0124.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0124.bmp
../../data/PALM-Training400/P0107.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0107.bmp
../../data/PALM-Training400/N0158.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0158.bmp
../../data/PALM-Training400/P0082.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0082.bmp
../../data/PALM-Training400/P0004.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0004.bmp
../../data/PALM-Training400/P0189.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0189.bmp
../../data/PALM-Training400/N0114.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0114.bmp
../../data/PALM-Training400/N0023.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0023.bmp
../../data/PALM-Training400/H0021.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/H0021.bmp
../../data/PALM-Training400/P0058.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0058.bmp
../../data/PALM-Training400/P0151.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0151.bmp
../../data/PALM-Training400/N0097.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0097.bmp
../../data/PALM-Training400/P0003.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0003.bmp
../../data/PALM-Training400/P0057.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0057.bmp
../../data/PALM-Training400/P0047.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0047.bmp
../../data/PALM-Training400/N0102.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0102.bmp
../../data/PALM-Training400/P0203.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0203.bmp
../../data/PALM-Training400/P0200.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0200.bmp
../../data/PALM-Training400/P0152.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0152.bmp
../../data/PALM-Training400/P0180.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0180.bmp
../../data/PALM-Training400/N0149.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0149.bmp
../../data/PALM-Training400/P0137.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0137.bmp
../../data/PALM-Training400/P0069.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0069.bmp
../../data/PALM-Training400/N0139.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/N0139.bmp
../../data/PALM-Training400/P0073.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/P0073.bmp
../../data/PALM-Training400/H0005.jpg,../../data/PALM-Training400-Annotation-D&F/Disc_Masks/H0005.bmp
